"","Latitude","Longitude","elevation","precip","tmin","tmean","tmax","Year","MuseumOrField","SampleID","FieldID","Genus","Species","SpeciesName","BdStatus","GEScore","ZEScore","BdMethodology","SwabCollector","PreviouslyReported","Comments","HFP2009","croplands2005","Built2009","NavWater2009","Popdensity2010","Roads","Railways","Pasture2009","dist.closest.wb","cat.closest.wb","FirstPosDist"
"364",35.7474,-118.1144,993.9,8.34,46.6,61.1,75.7,1954,"Museum","MVZ61602A","MVZ61602","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 4023.36_Datum _not recorded_Estimated elevation using GPS Visualizer",6,0,0,0,1,4,0,1,0.875662214,"distperennialstream","271.087358672814"
"365",35.7474,-118.1144,993.9,8.34,46.6,61.1,75.7,1954,"Museum","MVZ61603A","MVZ61603","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 4023.36_Datum _not recorded_Estimated elevation using GPS Visualizer",6,0,0,0,1,4,0,1,0.875662214,"distperennialstream","271.087358672814"
"366",35.7474,-118.1144,993.9,8.34,46.6,61.1,75.7,1954,"Museum","MVZ61604A","MVZ61604","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 4023.36_Datum _not recorded_Estimated elevation using GPS Visualizer",6,0,0,0,1,4,0,1,0.875662214,"distperennialstream","271.087358672814"
"367",35.7474,-118.1144,993.9,8.34,46.6,61.1,75.7,1954,"Museum","MVZ61605A","MVZ61605","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 4023.36_Datum _not recorded_Estimated elevation using GPS Visualizer",6,0,0,0,1,4,0,1,0.875662214,"distperennialstream","271.087358672814"
"368",35.7474,-118.1144,993.9,8.34,46.6,61.1,75.7,1954,"Museum","MVZ61606A","MVZ61606","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 4023.36_Datum _not recorded_Estimated elevation using GPS Visualizer",6,0,0,0,1,4,0,1,0.875662214,"distperennialstream","271.087358672814"
"369",35.7474,-118.1144,993.9,8.34,46.6,61.1,75.7,1954,"Museum","MVZ61607A","MVZ61607","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 4023.36_Datum _not recorded_Estimated elevation using GPS Visualizer",6,0,0,0,1,4,0,1,0.875662214,"distperennialstream","271.087358672814"
"370",35.7474,-118.1144,993.9,8.34,46.6,61.1,75.7,1954,"Museum","MVZ61608A","MVZ61608","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 4023.36_Datum _not recorded_Estimated elevation using GPS Visualizer",6,0,0,0,1,4,0,1,0.875662214,"distperennialstream","271.087358672814"
"371",37.2896,-119.1933,2805,42.2,28.9,40.3,51.7,1954,"Museum","SM061","MVZ62872","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum _not recorded_",0.526984036,0,0,0,0,0.526984036,0,0,0.356822211,"distintermittentstream","74.6556238924294"
"372",37.3047,-119.1251,2439,42.34,28.7,40.5,52.4,1954,"Museum","SM049","MVZ62870","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum _not recorded_",0.312208503,0,0,0,0,0.312208503,0,0,0.875653574,"distephemeralstream","76.8019911120483"
"373",37.5782,-119.9656,840.8,30.13,41.6,57.2,72.8,1954,"Museum","MVZ64247","MVZ64247","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 3218.688_Datum _not recorded_Estimated elevation using GPS Visualizer",4.728223801,0,0,0,2,2.728224039,0,0,4.24169988,"distintermittentstream","40.6222913752471"
"374",37.5855,-119.9612,762,30.13,41.6,57.2,72.8,1954,"Museum","MVZ60903","MVZ60903","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 1609.344_Datum _not recorded_",10,0,0,0,2,8,0,0,0.847447885,"distintermittentstream","39.7595588525917"
"375",37.7053,-119.5893,2363,40.87,32.7,44.6,56.5,1954,"Museum","SM239","MVZ60904","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 402.336_Datum _not recorded_",9,0,0,0,1,8,0,0,0.620880321,"distperennialstream","17.2960907410201"
"376",37.7589,-119.7691,2073,42.17,37.5,48.4,59.2,1954,"Museum","SM234","MVZ62874","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 518.16_Datum _not recorded_Assumed to be Crane Flat, error based on size of Flat.",9,0,0,0,1,8,0,0,0.177118526,"distperennialstream","14.121647797877"
"377",37.8829,-119.3651,2622,32.45,18.7,36.1,53.5,1954,"Museum","MVZ62876","MVZ62876","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum _not recorded_Marker on trail near presumed location.",5,0,0,0,1,4,0,0,6.383480092,"distlakepond","26.0653805148949"
"378",37.9106,-119.256,3025.9,36.43,21.4,34.6,47.8,1954,"Museum","MVZ62875","MVZ62875","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 155.228544_Datum _MaNIS georeferencing guidelines_point placed slightly S of E so as to remain in Tuolumne Co.Estimated elevation using GPS Visualizer",9,0,0,0,1,8,0,0,0.87225868,"distlakepond","36.0288916784315"
"379",37.9117,-119.256,3024,36.43,21.4,34.6,47.8,1954,"Museum","SM254","MVZ62884","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 45.72_Datum _not recorded_",9,0,0,0,1,8,0,0,1.208074639,"distlakepond","36.0512126499445"
"380",37.9117,-119.256,3024,36.43,21.4,34.6,47.8,1954,"Museum","SM259","MVZ62885","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 45.72_Datum _not recorded_",9,0,0,0,1,8,0,0,1.208074639,"distlakepond","36.0512126499445"
"381",37.9117,-119.256,3024,36.43,21.4,34.6,47.8,1954,"Museum","SM260","MVZ62886","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 45.72_Datum _not recorded_",9,0,0,0,1,8,0,0,1.208074639,"distlakepond","36.0512126499445"
"382",37.9117,-119.256,3024,36.43,21.4,34.6,47.8,1954,"Museum","SM265","MVZ62887","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 45.72_Datum _not recorded_",9,0,0,0,1,8,0,0,1.208074639,"distlakepond","36.0512126499445"
"383",37.9121,-119.2552,3018,36.43,21.4,34.6,47.8,1954,"Museum","SM253","MVZ62880","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 91.44_Datum _not recorded_",9,0,0,0,1,8,0,0,1.179707337,"distlakepond","36.1285577136261"
"384",37.9121,-119.2552,3018,36.43,21.4,34.6,47.8,1954,"Museum","SM258","MVZ62877","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 91.44_Datum _not recorded_",9,0,0,0,1,8,0,0,1.179707337,"distlakepond","36.1285577136261"
"385",37.9121,-119.2552,3018,36.43,21.4,34.6,47.8,1954,"Museum","SM261","MVZ62879","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 91.44_Datum _not recorded_",9,0,0,0,1,8,0,0,1.179707337,"distlakepond","36.1285577136261"
"386",37.9121,-119.2552,3018,36.43,21.4,34.6,47.8,1954,"Museum","SM263","MVZ62878","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 91.44_Datum _not recorded_",9,0,0,0,1,8,0,0,1.179707337,"distlakepond","36.1285577136261"
"387",37.9121,-119.2552,3018,36.43,21.4,34.6,47.8,1954,"Museum","SM269","MVZ62881","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 91.44_Datum _not recorded_",9,0,0,0,1,8,0,0,1.179707337,"distlakepond","36.1285577136261"
"388",38.4122,-120.0778,1767.6,48.16,30.9,45.3,59.7,1954,"Museum","SM217","MVZ61573","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 164.153088_Datum _MaNIS georeferencing guidelines_Estimated elevation using GPS Visualizer",11,0,0,0,3,8,0,0,1.387590403,"distlakepond","72.3174957195711"
"389",38.5445,-119.8111,2454,55.22,25.2,38.1,50.9,1954,"Museum","MVZ61571","MVZ61571","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 402.336_Datum __",8,0,0,0,0,8,0,0,1.253147547,"distephemeralstream","78.1187887356133"
"390",38.5445,-119.8111,2454,55.22,25.2,38.1,50.9,1954,"Museum","MVZ61572","MVZ61572","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 402.336_Datum __",8,0,0,0,0,8,0,0,1.253147547,"distephemeralstream","78.1187887356133"
"391",36.5565,-118.7469,2049.5,49.47,37.8,49.7,61.7,1955,"Museum","LACM13637","LACM13637","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 817.546752_Datum _MaNIS/HerpNET/ORNIS Georeferencing Guidelines_Estimated elevation using GPS Visualizer",3.728224039,0,0,0,1,2.728224039,0,0,0.508741782,"distswamp","164.902576799893"
"392",36.5565,-118.7469,2049.5,49.47,37.8,49.7,61.7,1955,"Museum","LACM13638","LACM13638","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 817.546752_Datum _MaNIS/HerpNET/ORNIS Georeferencing Guidelines_Estimated elevation using GPS Visualizer",3.728224039,0,0,0,1,2.728224039,0,0,0.508741782,"distswamp","164.902576799893"
"393",36.5565,-118.7469,2049.5,49.47,37.8,49.7,61.7,1955,"Museum","LACM13639","LACM13639","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 817.546752_Datum _MaNIS/HerpNET/ORNIS Georeferencing Guidelines_Estimated elevation using GPS Visualizer",3.728224039,0,0,0,1,2.728224039,0,0,0.508741782,"distswamp","164.902576799893"
"394",36.5565,-118.7469,2049.5,49.47,37.8,49.7,61.7,1955,"Museum","LACM13640","LACM13640","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 817.546752_Datum _MaNIS/HerpNET/ORNIS Georeferencing Guidelines_Estimated elevation using GPS Visualizer",3.728224039,0,0,0,1,2.728224039,0,0,0.508741782,"distswamp","164.902576799893"
"395",36.5916,-118.7357,2287,58.5,31.9,43.1,54.3,1955,"Museum","MVZ62909","MVZ62909","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum _not recorded_",9,0,0,0,1,8,0,0,0.826197458,"distswamp","162.011118836465"
"396",36.5916,-118.7357,2287,58.5,31.9,43.1,54.3,1955,"Museum","MVZ62907","MVZ62907","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 804.672_Datum _not recorded_",9,0,0,0,1,8,0,0,0.826197458,"distswamp","162.011118836465"
"397",36.7453,-118.7508,2331,53.31,28.1,40.6,53,1955,"Museum","SM171","MVZ62899","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 1226.43_Datum _MaNIS georeferencing guidelines_",1.273260355,0,0,0,1,0.273260295,0,0,1.47429881,"distswamp","146.763079301181"
"398",36.7453,-118.7508,2331,53.31,28.1,40.6,53,1955,"Museum","SM173","MVZ62896","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 1226.43_Datum _MaNIS georeferencing guidelines_",1.273260355,0,0,0,1,0.273260295,0,0,1.47429881,"distswamp","146.763079301181"
"399",36.7453,-118.7508,2331,53.31,28.1,40.6,53,1955,"Museum","SM177","MVZ62897","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 1226.43_Datum _MaNIS georeferencing guidelines_",1.273260355,0,0,0,1,0.273260295,0,0,1.47429881,"distswamp","146.763079301181"
"400",36.7453,-118.7508,2331,53.31,28.1,40.6,53,1955,"Museum","SM182","MVZ62900","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 1226.43_Datum _MaNIS georeferencing guidelines_",1.273260355,0,0,0,1,0.273260295,0,0,1.47429881,"distswamp","146.763079301181"
"401",36.9049,-119.295,2470,30.56,44.9,59.6,74.2,1955,"Museum","SM174","MVZ62903","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum _not recorded_",3,0,0,0,3,0,0,0,0.538175084,"distperennialstream","109.841126998662"
"402",36.9049,-119.295,2470,30.56,44.9,59.6,74.2,1955,"Museum","SM175","MVZ62901","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum _not recorded_",3,0,0,0,3,0,0,0,0.538175084,"distperennialstream","109.841126998662"
"403",36.9049,-119.295,2470,30.56,44.9,59.6,74.2,1955,"Museum","SM183","MVZ62902","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum _not recorded_",3,0,0,0,3,0,0,0,0.538175084,"distperennialstream","109.841126998662"
"404",36.9049,-119.295,2470,30.56,44.9,59.6,74.2,1955,"Museum","SM185","MVZ62904","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum _not recorded_",3,0,0,0,3,0,0,0,0.538175084,"distperennialstream","109.841126998662"
"405",36.9049,-119.295,2470,30.56,44.9,59.6,74.2,1955,"Museum","SM188","MVZ62905","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum _not recorded_",3,0,0,0,3,0,0,0,0.538175084,"distperennialstream","109.841126998662"
"406",37.2448,-119.1968,2119,53.38,29.8,41.9,53.9,1955,"Museum","SM060","MVZ62891","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 3662.19_Datum _MaNIS georeferencing guidelines_",0.852497637,0,0,0,0,0.852497637,0,0,0.514199087,"distlakepond","78.6992581341916"
"407",37.3047,-119.1251,2439,58.31,26.3,38.1,49.9,1955,"Museum","SM052","MVZ62892","Rana","sierrae","Rana sierrae",1,0.000447,0.04,"qPCR (Vredenburg Lab)","Sam McNally",NA,"1 of 2 qPCR's 1_Coordinate error (m) 30_Datum _not recorded_",0.312208503,0,0,0,0,0.312208503,0,0,0.875653574,"distephemeralstream","76.8019911120483"
"408",37.3047,-119.1251,2439,58.31,26.3,38.1,49.9,1955,"Museum","SM056","MVZ62894","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum _not recorded_",0.312208503,0,0,0,0,0.312208503,0,0,0.875653574,"distephemeralstream","76.8019911120483"
"409",37.6048,-119.9651,366,42.02,41,55.7,70.4,1955,"Museum","MVZ66719","MVZ66719","Rana","boylii","Rana boylii",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30.48_Datum __",11,0,0,0,3,8,0,0,0.472560467,"distintermittentstream","38.4368578037999"
"410",37.6196,-119.0737,2325.1,31.41,23.3,39.2,55,1955,"Museum","SM243","MVZ63952","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum _not recorded_Estimated elevation using GPS Visualizer",2.366439819,0,0,0,2,0.366439939,0,0,0,"distswamp","57.6050633499354"
"411",37.6196,-119.0737,2325.1,31.41,23.3,39.2,55,1955,"Museum","SM244","MVZ63954","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum _not recorded_Estimated elevation using GPS Visualizer",2.366439819,0,0,0,2,0.366439939,0,0,0,"distswamp","57.6050633499354"
"412",37.6196,-119.0737,2325.1,31.41,23.3,39.2,55,1955,"Museum","SM245","MVZ63953","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum _not recorded_Estimated elevation using GPS Visualizer",2.366439819,0,0,0,2,0.366439939,0,0,0,"distswamp","57.6050633499354"
"413",37.6196,-119.0737,2325.1,31.41,23.3,39.2,55,1955,"Museum","SM248","MVZ63955","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum _not recorded_Estimated elevation using GPS Visualizer",2.366439819,0,0,0,2,0.366439939,0,0,0,"distswamp","57.6050633499354"
"414",37.6196,-119.0737,2287,31.41,23.3,39.2,55,1955,"Museum","SM246","MVZ62404","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum _not recorded_",2.366439819,0,0,0,2,0.366439939,0,0,0,"distswamp","57.6050633499354"
"415",37.6196,-119.0737,2287,31.41,23.3,39.2,55,1955,"Museum","SM247","MVZ62403","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum _not recorded_",2.366439819,0,0,0,2,0.366439939,0,0,0,"distswamp","57.6050633499354"
"416",37.6196,-119.0737,2287,31.41,23.3,39.2,55,1955,"Museum","SM250","MVZ62405","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 30_Datum _not recorded_",2.366439819,0,0,0,2,0.366439939,0,0,0,"distswamp","57.6050633499354"
"417",37.6924,-119.6819,2149,52.11,36,48.4,60.9,1955,"Museum","SM230","MVZ62893","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 2414.016_Datum _not recorded_",2.629548073,0,0,0,1,1.629547954,0,0,5.077377925,"distintermittentstream","17.7338198980297"
"418",37.6924,-119.6819,2149,52.11,36,48.4,60.9,1955,"Museum","SM233","MVZ62888","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 2414.016_Datum _not recorded_",2.629548073,0,0,0,1,1.629547954,0,0,5.077377925,"distintermittentstream","17.7338198980297"
"419",37.6924,-119.6819,2149,52.11,36,48.4,60.9,1955,"Museum","SM235","MVZ63956","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 2414.016_Datum _not recorded_",2.629548073,0,0,0,1,1.629547954,0,0,5.077377925,"distintermittentstream","17.7338198980297"
"420",37.6924,-119.6819,2149,52.11,36,48.4,60.9,1955,"Museum","MVZ63957","MVZ63957","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 2414.016_Datum _not recorded_",2.629548073,0,0,0,1,1.629547954,0,0,5.077377925,"distintermittentstream","17.7338198980297"
"421",37.8063,-119.5643,2439,66.89,27.5,40.6,53.7,1955,"Museum","SM229","MVZ62910","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 609.6_Datum _not recorded_Error based on size of flat.",10,0,0,0,1,8,0,1,0.244372187,"distperennialstream","9.67709473032653"
"422",39.6537,-120.6332,2043,86,32.3,43.4,54.4,1955,"Museum","MVZ62082","MVZ62082","Pseudacris","regilla","Pseudacris regilla",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) _Datum _not recorded_",1.526983976,0,0,0,1,0.526984036,0,0,0.052928705,"distperennialstream","217.300309739237"
"423",39.6537,-120.6332,2043,86,32.3,43.4,54.4,1955,"Museum","MVZ62085","MVZ62085","Pseudacris","regilla","Pseudacris regilla",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) _Datum _not recorded_",1.526983976,0,0,0,1,0.526984036,0,0,0.052928705,"distperennialstream","217.300309739237"
"424",39.6537,-120.6332,2043,86,32.3,43.4,54.4,1955,"Museum","MVZ62086","MVZ62086","Pseudacris","regilla","Pseudacris regilla",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) _Datum _not recorded_",1.526983976,0,0,0,1,0.526984036,0,0,0.052928705,"distperennialstream","217.300309739237"
"425",39.6537,-120.6332,2043,86,32.3,43.4,54.4,1955,"Museum","MVZ62088","MVZ62088","Pseudacris","regilla","Pseudacris regilla",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) _Datum _not recorded_",1.526983976,0,0,0,1,0.526984036,0,0,0.052928705,"distperennialstream","217.300309739237"
"426",39.6537,-120.6332,2043,86,32.3,43.4,54.4,1955,"Museum","MVZ62089","MVZ62089","Pseudacris","regilla","Pseudacris regilla",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) _Datum _not recorded_",1.526983976,0,0,0,1,0.526984036,0,0,0.052928705,"distperennialstream","217.300309739237"
"427",39.6537,-120.6332,2043,86,32.3,43.4,54.4,1955,"Museum","MVZ62090","MVZ62090","Pseudacris","regilla","Pseudacris regilla",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) _Datum _not recorded_",1.526983976,0,0,0,1,0.526984036,0,0,0.052928705,"distperennialstream","217.300309739237"
"428",39.6537,-120.6332,2043,86,32.3,43.4,54.4,1955,"Museum","MVZ62091","MVZ62091","Pseudacris","regilla","Pseudacris regilla",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) _Datum _not recorded_",1.526983976,0,0,0,1,0.526984036,0,0,0.052928705,"distperennialstream","217.300309739237"
"429",39.6537,-120.6332,2043,86,32.3,43.4,54.4,1955,"Museum","MVZ62092","MVZ62092","Pseudacris","regilla","Pseudacris regilla",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) _Datum _not recorded_",1.526983976,0,0,0,1,0.526984036,0,0,0.052928705,"distperennialstream","217.300309739237"
"430",39.6537,-120.6332,2043,86,32.3,43.4,54.4,1955,"Museum","MVZ62095","MVZ62095","Pseudacris","regilla","Pseudacris regilla",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) _Datum _not recorded_",1.526983976,0,0,0,1,0.526984036,0,0,0.052928705,"distperennialstream","217.300309739237"
"431",36.5973,-118.7252,2309.7,33.24,30.6,41.7,52.7,1956,"Museum","LACM91582","LACM91582","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 5484.644352_Datum _MaNIS/HerpNET/ORNIS Georeferencing Guidelines_Estimated elevation using GPS Visualizer",5,0,0,0,1,4,0,0,0.124168843,"distperennialstream","161.938788214722"
"432",36.5973,-118.7252,2309.7,33.24,30.6,41.7,52.7,1956,"Museum","LACM91583","LACM91583","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 5484.644352_Datum _MaNIS/HerpNET/ORNIS Georeferencing Guidelines_Estimated elevation using GPS Visualizer",5,0,0,0,1,4,0,0,0.124168843,"distperennialstream","161.938788214722"
"433",36.601,-118.6868,2828.9,41.31,27.4,37.9,48.4,1956,"Museum","LACM91111","LACM91111","Rana","muscosa","Rana muscosa",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 495.677952_Datum _MaNIS/HerpNET/ORNIS Georeferencing Guidelines_Estimated elevation using GPS Visualizer",1.757507324,0,0,0,1,0.757507324,0,0,0.133931179,"distlakepond","163.358124590641"
"434",37.7463,-119.5786,1220,30.27,36.5,49.6,62.7,1956,"Museum","MVZ68054","MVZ68054","Rana","catesbeiana","Rana catesbeiana",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 304.8_Datum _not recorded_Error based on size of meadow.",5,0,0,0,1,4,0,0,3.072131617,"distswamp","13.5995778530956"
"435",38.4789,-120.0028,2251.9,45.4,28,41.6,55.2,1956,"Museum","MVZ65644","MVZ65644","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 402.336_Datum __Estimated elevation using GPS Visualizer",8,0,0,0,0,8,0,0,1.035217085,"distlakepond","75.934121554258"
"436",38.4789,-120.0028,2251.9,45.4,28,41.6,55.2,1956,"Museum","MVZ65645","MVZ65645","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 402.336_Datum __Estimated elevation using GPS Visualizer",8,0,0,0,0,8,0,0,1.035217085,"distlakepond","75.934121554258"
"437",38.4789,-120.0028,2251.9,45.4,28,41.6,55.2,1956,"Museum","MVZ65651","MVZ65651","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 402.336_Datum __Estimated elevation using GPS Visualizer",8,0,0,0,0,8,0,0,1.035217085,"distlakepond","75.934121554258"
"438",38.4789,-120.0028,2251.9,45.4,28,41.6,55.2,1956,"Museum","SM279","MVZ65647","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 402.336_Datum _not recorded_Estimated elevation using GPS Visualizer",8,0,0,0,0,8,0,0,1.035217085,"distlakepond","75.934121554258"
"439",38.4789,-120.0028,2251.9,45.4,28,41.6,55.2,1956,"Museum","SM283","MVZ65649","Rana","sierrae","Rana sierrae",0,NA,0,"qPCR (Vredenburg Lab)","Sam McNally",NA,"_Coordinate error (m) 402.336_Datum _not recorded_Estimated elevation using GPS Visualizer",8,0,0,0,0,8,0,0,1.035217085,"distlakepond","75.934121554258"
